S_H1N1	E_H1N1	I_H1N1	R_H1N1	beta_H1N1	S_H3N2	E_H3N2	I_H3N2	R_H3N2	beta_H3N2	S_B	E_B	I_B	R_B	beta_B
155987.0	3.0	10.0	44000.0	6.410790642809978e-06	148000.0	0.0	0.0	51995.0		120000.0	0.0	0.0	79995.0	
155958.0	32.0	10.0	44000.0	0.0	148000.0	0.0	0.0	51985.0		120000.0	0.0	0.0	79984.0	
155940.0	47.0	13.0	44000.0	1.4798591174120223e-06	148000.0	0.0	0.0	51980.0		120000.0	0.0	0.0	79980.0	
155937.0	21.0	42.0	44000.0	4.427917623631277e-06	148000.0	0.0	0.0	51979.0		120000.0	0.0	0.0	79979.0	
155880.0	60.0	60.0	44000.0	1.924557351809084e-06	148000.0	0.0	0.0	51963.0		120000.0	0.0	0.0	79959.0	
155857.0	80.0	63.0	44000.0	3.055303747605024e-07	148000.0	0.0	0.0	51957.0		120000.0	0.0	0.0	79948.0	
155814.0	66.0	110.0	44010.0	3.3256435120195756e-06	147995.0	0.0	0.0	51960.0		119993.0	0.0	0.0	79941.0	
155606.0	251.0	133.0	44010.0	1.111347446930502e-06	147995.0	0.0	0.0	51912.0		119993.0	0.0	0.0	79856.0	
155600.0	214.0	173.0	44013.0	1.5973966150051265e-06	147992.0	0.0	0.0	51913.0		119992.0	0.0	0.0	79854.0	
155253.0	353.0	352.0	44042.0	3.8061041713145053e-06	147973.0	0.0	0.0	51856.0		119974.0	0.0	0.0	79745.0	
154983.0	617.0	340.0	44060.0	1.1386448077227446e-07	147960.0	0.0	0.0	51816.0		119960.0	0.0	0.0	79646.0	
154946.0	307.0	684.0	44063.0	3.2741080216363626e-06	147958.0	0.0	0.0	51814.0		119958.0	0.0	0.0	79636.0	
154829.0	154.0	897.0	44120.0	1.9441018444968666e-06	147917.0	0.0	0.0	51838.0		119921.0	0.0	0.0	79658.0	
