S_H1N1	E_H1N1	I_H1N1	R_H1N1	beta_H1N1	S_H3N2	E_H3N2	I_H3N2	R_H3N2	beta_H3N2	S_B	E_B	I_B	R_B	beta_B
155974.0	16.0	10.0	44000.0	6.411324964417146e-06	148000.0	0.0	0.0	51992.0		120000.0	0.0	0.0	79993.0	
155966.0	24.0	10.0	44000.0	0.0	148000.0	0.0	0.0	51990.0		120000.0	0.0	0.0	79988.0	
155950.0	24.0	26.0	44000.0	3.946037931289615e-06	148000.0	0.0	0.0	51985.0		120000.0	0.0	0.0	79979.0	
155937.0	29.0	34.0	44000.0	1.508904991419989e-06	148000.0	0.0	0.0	51982.0		120000.0	0.0	0.0	79975.0	
155873.0	77.0	50.0	44000.0	2.0529533658811982e-06	148000.0	0.0	0.0	51968.0		120000.0	0.0	0.0	79951.0	
155867.0	70.0	63.0	44000.0	1.3238800153284937e-06	148000.0	0.0	0.0	51966.0		120000.0	0.0	0.0	79948.0	
155760.0	113.0	117.0	44010.0	3.5118679186475796e-06	147995.0	0.0	0.0	51947.0		119993.0	0.0	0.0	79913.0	
155755.0	112.0	123.0	44010.0	3.1318729931545086e-07	147995.0	0.0	0.0	51946.0		119993.0	0.0	0.0	79912.0	
155566.0	194.0	214.0	44026.0	3.2140699124487356e-06	147982.0	0.0	0.0	51921.0		119981.0	0.0	0.0	79852.0	
155564.0	191.0	211.0	44034.0	1.5232754663325047e-07	147976.0	0.0	0.0	51929.0		119978.0	0.0	0.0	79859.0	
155449.0	117.0	384.0	44050.0	3.166231368487414e-06	147965.0	0.0	0.0	51917.0		119971.0	0.0	0.0	79826.0	
155437.0	127.0	373.0	44063.0	3.4495842655906675e-08	147955.0	0.0	0.0	51928.0		119962.0	0.0	0.0	79834.0	
155048.0	401.0	424.0	44127.0	1.7493061187138153e-06	147905.0	0.0	0.0	51889.0		119922.0	0.0	0.0	79765.0	
154933.0	504.0	430.0	44133.0	1.8012287081632735e-07	147901.0	0.0	0.0	51862.0		119919.0	0.0	0.0	79729.0	
154889.0	159.0	712.0	44240.0	3.5273538766906726e-06	147823.0	0.0	0.0	51957.0		119857.0	0.0	0.0	79821.0	
154201.0	732.0	822.0	44245.0	9.072747673427978e-07	147819.0	0.0	0.0	51772.0		119853.0	0.0	0.0	79555.0	
153963.0	926.0	677.0	44434.0	4.221313853044418e-07	147671.0	0.0	0.0	51894.0		119740.0	0.0	0.0	79656.0	
153291.0	910.0	1363.0	44436.0	3.2928801570194586e-06	147669.0	0.0	0.0	51733.0		119739.0	0.0	0.0	79384.0	
152901.0	1062.0	1486.0	44551.0	1.0474850223505577e-06	147582.0	0.0	0.0	51759.0		119673.0	0.0	0.0	79329.0	
152608.0	683.0	2146.0	44563.0	2.0519286468195007e-06	147572.0	0.0	0.0	51690.0		119666.0	0.0	0.0	79238.0	
150292.0	2609.0	2147.0	44952.0	1.208639264207192e-06	147286.0	0.0	0.0	51488.0		119410.0	0.0	0.0	78694.0	
