S_H1N1	E_H1N1	I_H1N1	R_H1N1	beta_H1N1	S_H3N2	E_H3N2	I_H3N2	R_H3N2	beta_H3N2	S_B	E_B	I_B	R_B	beta_B
155986.0	4.0	10.0	44000.0	6.410831741310118e-06	148000.0	0.0	0.0	51995.0		120000.0	0.0	0.0	79996.0	
155959.0	31.0	10.0	44000.0	0.0	148000.0	0.0	0.0	51987.0		120000.0	0.0	0.0	79983.0	
155954.0	32.0	14.0	44000.0	1.8320420490291093e-06	148000.0	0.0	0.0	51986.0		120000.0	0.0	0.0	79981.0	
155938.0	21.0	41.0	44000.0	4.223066766059932e-06	148000.0	0.0	0.0	51983.0		120000.0	0.0	0.0	79976.0	
155865.0	89.0	46.0	44000.0	6.973704948122609e-07	148000.0	0.0	0.0	51961.0		120000.0	0.0	0.0	79950.0	
155863.0	75.0	62.0	44000.0	1.655713775103984e-06	148000.0	0.0	0.0	51960.0		120000.0	0.0	0.0	79949.0	
155817.0	48.0	125.0	44010.0	3.7479864199670125e-06	147995.0	0.0	0.0	51958.0		119993.0	0.0	0.0	79942.0	
155807.0	56.0	127.0	44010.0	1.0107396648458023e-07	147995.0	0.0	0.0	51953.0		119993.0	0.0	0.0	79938.0	
155673.0	144.0	169.0	44014.0	1.7484685790883842e-06	147991.0	0.0	0.0	51930.0		119990.0	0.0	0.0	79880.0	
155673.0	134.0	152.0	44041.0	4.2261325781741555e-07	147972.0	0.0	0.0	51957.0		119976.0	0.0	0.0	79907.0	
155484.0	189.0	281.0	44046.0	3.0669929214718893e-06	147968.0	0.0	0.0	51908.0		119973.0	0.0	0.0	79838.0	
155337.0	336.0	265.0	44062.0	0.0	147955.0	0.0	0.0	51886.0		119962.0	0.0	0.0	79798.0	
155316.0	168.0	381.0	44135.0	3.193894976216129e-06	147904.0	0.0	0.0	51952.0		119915.0	0.0	0.0	79866.0	
155302.0	35.0	526.0	44137.0	1.799511149942467e-06	147903.0	0.0	0.0	51950.0		119914.0	0.0	0.0	79864.0	
155210.0	106.0	501.0	44183.0	2.700609990636599e-07	147869.0	0.0	0.0	51979.0		119885.0	0.0	0.0	79871.0	
155079.0	223.0	505.0	44193.0	1.7876548260710814e-07	147864.0	0.0	0.0	51954.0		119879.0	0.0	0.0	79829.0	
154894.0	316.0	463.0	44327.0	1.2828392556955483e-06	147757.0	0.0	0.0	52026.0		119807.0	0.0	0.0	79891.0	
154861.0	218.0	594.0	44327.0	1.424107557995367e-06	147757.0	0.0	0.0	52021.0		119807.0	0.0	0.0	79877.0	
154749.0	145.0	590.0	44516.0	2.02624457692068e-06	147622.0	0.0	0.0	52181.0		119692.0	0.0	0.0	80029.0	
154743.0	118.0	476.0	44663.0	4.4801852809133193e-07	147513.0	0.0	0.0	52328.0		119601.0	0.0	0.0	80172.0	
154158.0	591.0	567.0	44684.0	1.281353314116237e-06	147499.0	0.0	0.0	52205.0		119585.0	0.0	0.0	79959.0	
154100.0	643.0	559.0	44698.0	6.965251521036801e-08	147489.0	0.0	0.0	52205.0		119575.0	0.0	0.0	79949.0	
153936.0	222.0	1052.0	44790.0	3.612434064741932e-06	147414.0	0.0	0.0	52255.0		119522.0	0.0	0.0	79969.0	
152688.0	1412.0	979.0	44921.0	3.880077455979317e-07	147318.0	0.0	0.0	52049.0		119443.0	0.0	0.0	79592.0	
151941.0	1995.0	958.0	45106.0	1.1266871951821646e-06	147195.0	0.0	0.0	52034.0		119330.0	0.0	0.0	79485.0	
150832.0	1856.0	2173.0	45139.0	3.8076881226149776e-06	147167.0	0.0	0.0	51755.0		119311.0	0.0	0.0	79079.0	
150626.0	1315.0	2808.0	45251.0	1.7661336092417048e-06	147084.0	0.0	0.0	51820.0		119236.0	0.0	0.0	79107.0	
148614.0	2218.0	3911.0	45257.0	1.908024762286868e-06	147078.0	0.0	0.0	51294.0		119234.0	0.0	0.0	78325.0	
146469.0	4157.0	3532.0	45842.0	3.981995904234993e-07	146637.0	0.0	0.0	51309.0		118883.0	0.0	0.0	78029.0	
146277.0	2337.0	5486.0	45900.0	2.5072412729317774e-06	146593.0	0.0	0.0	51320.0		118849.0	0.0	0.0	78012.0	
134219.0	12250.0	7467.0	46064.0	2.14026301365897e-06	146471.0	0.0	0.0	48264.0		118757.0	0.0	0.0	73422.0	
134098.0	12179.0	6411.0	47312.0	2.2333312928595033e-07	145560.0	0.0	0.0	49478.0		118017.0	0.0	0.0	74616.0	
116711.0	17508.0	17722.0	48059.0	5.829761088161835e-06	145013.0	0.0	0.0	45742.0		117562.0	0.0	0.0	68383.0	
114995.0	19103.0	16734.0	49168.0	6.287914794576448e-08	144216.0	0.0	0.0	46388.0		116892.0	0.0	0.0	68824.0	
91510.0	25201.0	33915.0	49374.0	5.602273117403677e-06	144057.0	0.0	0.0	40493.0		116770.0	0.0	0.0	59756.0	
89892.0	25103.0	33619.0	51386.0	5.678209987106533e-07	142577.0	0.0	0.0	42076.0		115546.0	0.0	0.0	61127.0	
75949.0	15561.0	54959.0	53531.0	5.6263880571552605e-06	141002.0	0.0	0.0	40605.0		114282.0	0.0	0.0	57647.0	
75329.0	14563.0	56385.0	53723.0	3.809366255265588e-07	140857.0	0.0	0.0	40629.0		114165.0	0.0	0.0	57592.0	
46446.0	29503.0	58270.0	65781.0	5.151846224303425e-06	132019.0	0.0	0.0	45308.0		106861.0	0.0	0.0	58157.0	
41609.0	33720.0	58769.0	65902.0	2.5354561863374733e-07	131932.0	0.0	0.0	44192.0		106794.0	0.0	0.0	56287.0	
21566.0	24880.0	70265.0	83289.0	1.9060471902651704e-05	119028.0	0.0	0.0	56232.0		96387.0	0.0	0.0	65628.0	
15136.0	26473.0	73386.0	85005.0	4.354634929014175e-06	117775.0	0.0	0.0	56285.0		95339.0	0.0	0.0	64786.0	
14757.0	6809.0	69944.0	108490.0	1.941843312886885e-05	100391.0	0.0	0.0	79681.0		81128.0	0.0	0.0	88120.0	
7923.0	7213.0	74756.0	110108.0	1.0856135658595354e-05	99202.0	0.0	0.0	79521.0		80151.0	0.0	0.0	87035.0	
7845.0	6912.0	61192.0	124051.0	7.894990543092858e-07	88875.0	0.0	0.0	93448.0		71833.0	0.0	0.0	100953.0	
7768.0	155.0	67406.0	124671.0	1.3051703569311292e-05	88423.0	0.0	0.0	94046.0		71460.0	0.0	0.0	101538.0	
