H1N1	H3N2	B
26	0	0
34	0	0
50	0	0
63	0	0
127	0	0
133	0	0
230	0	0
235	0	0
408	0	0
402	0	0
501	0	0
500	0	0
825	0	0
934	0	0
871	0	0
1554	0	0
1603	0	0
2273	0	0
2548	0	0
2829	0	0
4756	0	0
4902	0	0
8294	0	0
7803	0	0
11986	0	0
12484	0	0
17280	0	0
23606	0	0
32385	0	0
34124	0	0
41759	0	0
45330	0	0
42643	0	0
52643	0	0
51065	0	0
45068	0	0
54187	0	0
52435	0	0
42308	0	0
40337	0	0
38828	0	0
37273	0	0
46912	0	0
48100	0	0
28559	0	0
32180	0	0
31830	0	0
31334	0	0
31169	0	0
22644	0	0
9451	0	0
8318	0	0
8357	0	0
4838	0	0
4287	0	0
2995	0	0
3258	0	0
2185	0	0
2538	0	0
1862	0	0
1184	0	0
839	0	0
800	0	0
815	0	0
496	0	0
482	0	0
94	0	0
95	0	0
87	0	0
86	0	0
102	0	0
78	0	0
74	0	0
71	0	0
52	0	0
66	0	0
40	0	0
36	0	0
17	0	0
17	0	0
17	0	0
18	0	0
18	0	0
2	0	0
2	0	0
2	0	0
1	0	0
1	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
