S_H1N1	E_H1N1	I_H1N1	R_H1N1	beta_H1N1	S_H3N2	E_H3N2	I_H3N2	R_H3N2	beta_H3N2	S_B	E_B	I_B	R_B	beta_B
155987.0	3.0	10.0	44000.0	6.410790642809978e-06	148000.0	0.0	0.0	51994.0		120000.0	0.0	0.0	79995.0	
155980.0	10.0	10.0	44000.0	0.0	148000.0	0.0	0.0	51994.0		120000.0	0.0	0.0	79992.0	
155971.0	16.0	13.0	44000.0	1.479564988165946e-06	148000.0	0.0	0.0	51992.0		120000.0	0.0	0.0	79990.0	
155940.0	40.0	20.0	44000.0	2.2444529947415674e-06	148000.0	0.0	0.0	51982.0		120000.0	0.0	0.0	79977.0	
155925.0	46.0	29.0	44000.0	1.9903468179330247e-06	148000.0	0.0	0.0	51980.0		120000.0	0.0	0.0	79972.0	
155900.0	40.0	60.0	44000.0	3.314090228779132e-06	148000.0	0.0	0.0	51976.0		120000.0	0.0	0.0	79966.0	
155883.0	42.0	65.0	44010.0	1.4804002410091591e-06	147995.0	0.0	0.0	51980.0		119993.0	0.0	0.0	79971.0	
155878.0	22.0	90.0	44010.0	1.782020411974607e-06	147995.0	0.0	0.0	51978.0		119993.0	0.0	0.0	79969.0	
155791.0	92.0	104.0	44013.0	1.0492360820685308e-06	147993.0	0.0	0.0	51960.0		119992.0	0.0	0.0	79937.0	
155785.0	93.0	102.0	44020.0	3.146619240821469e-07	147986.0	0.0	0.0	51965.0		119988.0	0.0	0.0	79941.0	
155659.0	132.0	180.0	44029.0	3.105077980285967e-06	147979.0	0.0	0.0	51949.0		119981.0	0.0	0.0	79900.0	
155649.0	136.0	155.0	44060.0	2.4869852950776963e-07	147958.0	0.0	0.0	51978.0		119963.0	0.0	0.0	79927.0	
155460.0	199.0	266.0	44075.0	3.046984501005505e-06	147945.0	0.0	0.0	51938.0		119953.0	0.0	0.0	79868.0	
155251.0	398.0	251.0	44100.0	2.5662081049525736e-07	147924.0	0.0	0.0	51902.0		119934.0	0.0	0.0	79808.0	
155053.0	407.0	423.0	44117.0	2.8816502140448613e-06	147913.0	0.0	0.0	51874.0		119922.0	0.0	0.0	79750.0	
154671.0	580.0	627.0	44122.0	2.1551120334990615e-06	147910.0	0.0	0.0	51785.0		119919.0	0.0	0.0	79602.0	
154443.0	610.0	738.0	44209.0	1.7371631147208309e-06	147844.0	0.0	0.0	51813.0		119867.0	0.0	0.0	79582.0	
154332.0	339.0	1114.0	44215.0	2.221888124698969e-06	147840.0	0.0	0.0	51790.0		119864.0	0.0	0.0	79548.0	
153081.0	1362.0	1216.0	44341.0	1.2248417504458423e-06	147739.0	0.0	0.0	51564.0		119788.0	0.0	0.0	79225.0	
151738.0	2594.0	1317.0	44351.0	5.554472850352203e-07	147731.0	0.0	0.0	51242.0		119782.0	0.0	0.0	78735.0	
151497.0	1584.0	2379.0	44540.0	3.4710337365251162e-06	147597.0	0.0	0.0	51370.0		119667.0	0.0	0.0	78835.0	
150341.0	1397.0	3513.0	44749.0	2.542848160687585e-06	147449.0	0.0	0.0	51262.0		119543.0	0.0	0.0	78578.0	
147775.0	3722.0	3556.0	44947.0	4.586214068868189e-07	147296.0	0.0	0.0	50771.0		119420.0	0.0	0.0	77768.0	
146144.0	4197.0	4330.0	45329.0	1.8267913553957475e-06	147008.0	0.0	0.0	50728.0		119191.0	0.0	0.0	77482.0	
141403.0	6372.0	6668.0	45557.0	2.721463019829292e-06	146839.0	0.0	0.0	49718.0		119070.0	0.0	0.0	75830.0	
138023.0	8121.0	8188.0	45668.0	1.4431938325834489e-06	146757.0	0.0	0.0	48954.0		118999.0	0.0	0.0	74582.0	
135935.0	5468.0	11678.0	46919.0	2.986552770551176e-06	145858.0	0.0	0.0	49654.0		118197.0	0.0	0.0	74997.0	
125978.0	12045.0	13715.0	48262.0	1.9562582167547647e-06	144847.0	0.0	0.0	48381.0		117354.0	0.0	0.0	72294.0	
114413.0	21522.0	15562.0	48503.0	1.1727075199273252e-06	144667.0	0.0	0.0	45690.0		117202.0	0.0	0.0	67987.0	
102563.0	23415.0	24363.0	49659.0	3.984804565500206e-06	143828.0	0.0	0.0	43790.0		116512.0	0.0	0.0	64396.0	
88154.0	26259.0	33362.0	52225.0	3.932344299563604e-06	141951.0	0.0	0.0	42565.0		114954.0	0.0	0.0	61213.0	
